file_num,sim_number,cluster_size,overlap_vol,not_added_nodes
1,3,330,9.328134e+01,0
1,3,335,9.442891e+01,0
1,3,340,9.623596e+01,0
1,3,345,9.989871e+01,0
1,3,350,1.008796e+02,0
1,3,355,1.030789e+02,0
1,3,360,1.062427e+02,0
1,3,365,1.098072e+02,0
1,3,370,1.104142e+02,0
1,3,375,1.124198e+02,0
1,3,380,1.147511e+02,0
1,3,385,1.154693e+02,0
1,3,390,1.180696e+02,0
1,3,395,1.256859e+02,0
1,3,400,1.257636e+02,0
1,3,405,1.278888e+02,0
1,3,410,1.298624e+02,0
1,3,415,1.346913e+02,0
1,3,420,1.373363e+02,0
1,3,425,1.409782e+02,0
1,3,430,1.439220e+02,0
1,3,435,1.454737e+02,0
1,3,440,1.474382e+02,0
1,3,445,1.519533e+02,0
1,3,450,1.528364e+02,0
1,3,455,1.567042e+02,0
1,3,460,1.587471e+02,0
1,3,465,1.613117e+02,0
1,3,470,1.622584e+02,0
1,3,475,1.681709e+02,0
1,3,480,1.730562e+02,0
1,3,485,1.756866e+02,0
1,3,490,1.769942e+02,0
1,3,495,1.809527e+02,0
1,3,500,1.820848e+02,0
1,4,5,1.244274e-01,0
1,4,10,1.033763e+00,0
1,4,15,1.135171e+00,0
1,4,20,1.855444e+00,0
1,4,25,2.445505e+00,0
1,4,30,2.833846e+00,0
1,4,35,3.204282e+00,0
1,4,40,3.593942e+00,0
1,4,45,3.595398e+00,0
1,4,50,3.662976e+00,0
1,4,55,4.957543e+00,0
1,4,60,5.128561e+00,0
1,4,65,5.439533e+00,0
1,4,70,5.677836e+00,0
1,4,75,6.382786e+00,0
1,4,80,6.968646e+00,0
1,4,85,7.268149e+00,0
1,4,90,7.443137e+00,0
1,4,95,7.639726e+00,0
1,4,100,8.762844e+00,0
1,4,105,9.182890e+00,0
1,4,110,9.453841e+00,0
1,4,115,1.067896e+01,0
1,4,120,1.167738e+01,0
1,4,125,1.207808e+01,0
1,4,130,1.215472e+01,0
1,4,135,1.308172e+01,0
1,4,140,1.455987e+01,0
1,4,145,1.528235e+01,0
1,4,150,1.554723e+01,0
1,4,155,1.674557e+01,0
1,4,160,1.782123e+01,0
1,4,165,1.804954e+01,0
1,4,170,1.883518e+01,0
1,4,175,1.932061e+01,0
1,4,180,1.972559e+01,0
1,4,185,2.214053e+01,0
1,4,190,2.338897e+01,0
1,4,195,2.555564e+01,0
1,4,200,2.624550e+01,0
1,4,205,2.791390e+01,0
1,4,210,2.872429e+01,0
1,4,215,3.069055e+01,0
1,4,220,3.240947e+01,0
1,4,225,3.258483e+01,0
1,4,230,3.357131e+01,0
1,4,235,3.733016e+01,0
1,4,240,3.843070e+01,0
1,4,245,3.889291e+01,0
1,4,250,4.025542e+01,0
1,4,255,4.057885e+01,0
1,4,260,4.093120e+01,0
1,4,265,4.164504e+01,0
1,4,270,4.269295e+01,0
1,4,275,4.534619e+01,0
1,4,280,4.730506e+01,0
1,4,285,4.808180e+01,0
1,4,290,4.870545e+01,0
1,4,295,5.117745e+01,0
1,4,300,5.280963e+01,0
1,4,305,5.373160e+01,0
1,4,310,5.384172e+01,0
1,4,315,5.552677e+01,0
1,4,320,5.892757e+01,0
1,4,325,6.275163e+01,0
1,4,330,6.539837e+01,0
1,4,335,6.715721e+01,0
1,4,340,6.993973e+01,0
1,4,345,7.116525e+01,0
1,4,350,7.519138e+01,0
1,4,355,7.696402e+01,0
1,4,360,8.033173e+01,0
1,4,365,8.257239e+01,0
1,4,370,8.287749e+01,0
1,4,375,8.563860e+01,0
1,4,380,8.749621e+01,0
1,4,385,8.937475e+01,0
1,4,390,9.010233e+01,0
1,4,395,9.055279e+01,0
1,4,400,9.073596e+01,0
1,4,405,9.221139e+01,0
1,4,410,9.354618e+01,0
1,4,415,9.661279e+01,0
1,4,420,9.847587e+01,0
1,4,425,9.914252e+01,0
1,4,430,1.002639e+02,0
1,4,435,1.028101e+02,0
1,4,440,1.054106e+02,0
1,4,445,1.086769e+02,0
1,4,450,1.100322e+02,0
1,4,455,1.128499e+02,0
