LABEL,TRACK_ID,N_PREDECESSORS,N_SUCCESSORS,minutes,FIRST,LAST,d1_id,d1_minutes,d2_id,d2_minutes,diff_minutes,mother_id,mother_minutes,daughter_id,daughter_minutes,date,strain,timepoint,strain_timepoint,complete_id,id_file
Track_100: ID4497 → ID4810,100,0,2,40.0,4497,4810,4640,85,10934,110,25,4640,85,10934,110,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID10934 → ID5014,100,1,2,110.0,10934,5014,5048,85,5040,75,10,5040,75,5048,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID10972 → ID5202,100,1,2,95.0,10972,5202,5062,85,10995,85,0,5062,85,10995,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID10995 → ID5391,100,1,2,85.0,10995,5391,11058,85,5817,85,0,5817,85,11058,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID11058 → ID6024,100,1,2,85.0,11058,6024,6009,85,11143,85,0,6009,85,11143,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID11069 → ID6060,100,1,2,115.0,11069,6060,11209,75,5944,80,5,5944,80,11209,75,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID11143 → ID6124,100,1,2,85.0,11143,6124,6546,80,11222,85,5,6546,80,11222,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID11159 → ID6117,100,1,2,85.0,11159,6117,6446,80,11247,85,5,6446,80,11247,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID11209 → ID6215,100,1,2,75.0,11209,6215,11976,80,6428,80,0,6428,80,11976,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID11231 → ID6664,100,1,2,80.0,11231,6664,11365,80,6738,80,0,6738,80,11365,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID11334 → ID7231,100,1,2,80.0,11334,7231,11351,80,7458,85,5,7458,85,11351,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID11351 → ID7923,100,1,2,80.0,11351,7923,8496,95,11550,85,10,8496,95,11550,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID11398 → ID8043,100,1,2,95.0,11398,8043,8181,100,11435,90,10,8181,100,11435,90,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID11976 → ID6830,100,1,2,80.0,11976,6830,12010,80,7099,80,0,7099,80,12010,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_155: ID12283 → ID6015,155,1,2,100.0,12283,6015,12295,80,6087,80,0,6087,80,12295,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_155: ID12295 → ID6764,155,1,2,80.0,12295,6764,6434,90,12305,95,5,6434,90,12305,95,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_170: ID12404 → ID4940,170,1,2,85.0,12404,4940,4889,90,12413,95,5,4889,90,12413,95,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_170: ID12413 → ID5194,170,1,2,95.0,12413,5194,12603,90,5276,85,5,5276,85,12603,90,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_6: ID12499 → ID12495,6,1,2,80.0,12499,12495,12457,80,12487,85,5,12487,85,12457,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_170: ID12603 → ID5552,170,1,2,90.0,12603,5552,5585,85,12633,85,0,5585,85,12633,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_170: ID12647 → ID6398,170,1,2,75.0,12647,6398,12677,85,6284,85,0,6284,85,12677,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_6: ID12991 → ID5493,6,1,2,105.0,12991,5493,13015,80,5507,85,5,5507,85,13015,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_6: ID13015 → ID6096,6,1,2,80.0,13015,6096,13031,90,5930,100,10,5930,100,13031,90,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_6: ID13170 → ID8071,6,1,2,75.0,13170,8071,7978,85,13190,85,0,7978,85,13190,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_248: ID13230 → ID7403,248,1,2,80.0,13230,7403,6669,80,13266,80,0,6669,80,13266,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_248: ID13266 → ID7248,248,1,2,80.0,13266,7248,13307,85,7242,90,5,7242,90,13307,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_263: ID13661 → ID4768,263,1,2,80.0,13661,4768,4814,95,13968,95,0,4814,95,13968,95,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_263: ID13968 → ID5012,263,1,2,95.0,13968,5012,14009,120,5145,120,0,5145,120,14009,120,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_263: ID14009 → ID5558,263,1,2,120.0,14009,5558,14031,90,5513,90,0,5513,90,14031,90,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_263: ID14019 → ID5933,263,1,2,75.0,14019,5933,14040,90,5920,85,5,5920,85,14040,90,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_263: ID14031 → ID6036,263,1,2,90.0,14031,6036,5971,115,14059,115,0,5971,115,14059,115,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_285: ID14339 → ID5795,285,1,2,100.0,14339,5795,14392,90,14375,80,10,14392,90,14375,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_285: ID14441 → ID7226,285,1,2,85.0,14441,7226,14484,85,7436,90,5,7436,90,14484,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_285: ID14484 → ID7954,285,1,2,85.0,14484,7954,14505,95,7824,105,10,7824,105,14505,95,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_5: ID15108 → ID5537,5,1,2,110.0,15108,5537,5576,75,15156,70,5,5576,75,15156,70,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_5: ID15156 → ID5936,5,1,2,70.0,15156,5936,5966,115,15178,120,5,5966,115,15178,120,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_5: ID15178 → ID6723,5,1,2,120.0,15178,6723,6586,65,15239,70,5,6586,65,15239,70,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_263: ID4495 → ID4777,263,1,2,80.0,4495,4777,13673,90,4816,90,0,4816,90,13673,90,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID5040 → ID5059,100,1,2,75.0,5040,5059,5260,85,11011,80,5,5260,85,11011,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_263: ID5145 → ID5563,263,1,2,120.0,5145,5563,14019,75,5518,75,0,5518,75,14019,75,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_263: ID5513 → ID6039,263,1,2,90.0,5513,6039,14047,85,5976,85,0,5976,85,14047,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_5: ID5576 → ID5963,5,1,2,75.0,5576,5963,15187,85,6055,75,10,6055,75,15187,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_170: ID5585 → ID5929,170,1,2,85.0,5585,5929,5962,75,12647,75,0,5962,75,12647,75,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID5817 → ID5967,100,1,2,85.0,5817,5967,5964,90,11159,85,5,5964,90,11159,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID5964 → ID11297,100,1,2,90.0,5964,11297,11281,90,11270,85,5,11281,90,11270,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_5: ID5966 → ID6670,5,1,2,115.0,5966,6670,6694,80,15266,80,0,6694,80,15266,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_263: ID5971 → ID6560,263,1,2,115.0,5971,6560,14092,90,6836,85,5,6836,85,14092,90,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID6009 → ID6120,100,1,2,85.0,6009,6120,11231,80,6478,85,5,6478,85,11231,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID6546 → ID6667,100,1,2,80.0,6546,6667,11334,80,6744,80,0,6744,80,11334,80,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_5: ID6586 → ID6948,5,1,2,65.0,6586,6948,7041,70,15378,70,0,7041,70,15378,70,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_100: ID7099 → ID7347,100,1,2,80.0,7099,7347,7427,80,12041,85,5,7427,80,12041,85,2023jan24,PA5,t600,PA5_t600,PA5_t600_1_2023jan24,2023jan24_gob2350_1
Track_4: ID10150 → ID10345,4,0,2,90.0,10150,10345,37153,130,10314,120,10,10314,120,37153,130,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_56: ID10223 → ID10143,56,0,2,5.0,10223,10143,35891,135,10135,120,15,10135,120,35891,135,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_79: ID10295 → ID10242,79,0,2,80.0,10295,10242,36219,125,10557,125,0,10557,125,36219,125,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_181: ID10590 → ID11117,181,0,2,50.0,10590,11117,37313,120,37324,125,5,37324,125,37313,120,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_56: ID10135 → ID10479,56,1,2,120.0,10135,10479,10508,105,35905,115,10,10508,105,35905,115,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_56: ID10475 → ID11070,56,1,2,120.0,10475,11070,35930,115,11045,120,5,11045,120,35930,115,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_79: ID10557 → ID10834,79,1,2,125.0,10557,10834,36255,110,11224,100,10,11224,100,36255,110,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_56: ID11201 → ID11697,56,1,2,110.0,11201,11697,36035,120,11824,125,5,11824,125,36035,120,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_56: ID11836 → ID12474,56,1,2,110.0,11836,12474,12584,145,36061,135,10,12584,145,36061,135,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_56: ID35891 → ID10484,56,1,2,135.0,35891,10484,35913,130,10475,120,10,10475,120,35913,130,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_56: ID35913 → ID11015,56,1,2,130.0,35913,11015,11201,110,35982,135,25,11201,110,35982,135,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_56: ID35930 → ID11593,56,1,2,115.0,35930,11593,36002,130,11713,120,10,11713,120,36002,130,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_56: ID35982 → ID11835,56,1,2,135.0,35982,11835,36051,130,11836,110,20,11836,110,36051,130,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_56: ID36002 → ID12500,56,1,2,130.0,36002,12500,36077,160,12697,145,15,12697,145,36077,160,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_79: ID36219 → ID10815,79,1,2,125.0,36219,10815,36240,130,11071,125,5,11071,125,36240,130,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_79: ID36255 → ID11983,79,1,2,110.0,36255,11983,36279,125,11481,110,15,11481,110,36279,125,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_79: ID36407 → ID12330,79,1,2,135.0,36407,12330,36435,145,12708,145,0,12708,145,36435,145,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_91: ID36567 → ID11425,91,1,2,130.0,36567,11425,36604,135,11011,135,0,11011,135,36604,135,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_98: ID36697 → ID10674,98,1,2,110.0,36697,10674,36719,145,10681,130,15,10681,130,36719,145,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_98: ID36719 → ID11418,98,1,2,145.0,36719,11418,36728,140,11469,125,15,11469,125,36728,140,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_130: ID37190 → ID10901,130,1,2,140.0,37190,10901,10731,110,37208,120,10,10731,110,37208,120,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_181: ID37313 → ID11215,181,1,2,120.0,37313,11215,37402,135,11299,120,15,11299,120,37402,135,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_256: ID37536 → ID10955,256,1,2,95.0,37536,10955,37559,110,10605,105,5,10605,105,37559,110,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_256: ID37559 → ID11184,256,1,2,110.0,37559,11184,11142,110,37586,125,15,11142,110,37586,125,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_216: ID37643 → ID11402,216,1,2,90.0,37643,11402,11382,95,37658,100,5,11382,95,37658,100,2023jan13,PA2,t400,PA2_t400,PA2_t400_2_2023jan13,2023jan13_pa2-t400_2
Track_156: ID3303 → ID3431,156,0,2,60.0,3303,3431,9569,70,3418,70,0,3418,70,9569,70,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID3323 → ID3504,66,0,2,80.0,3323,3504,3435,80,8125,75,5,3435,80,8125,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_68: ID3324 → ID3436,68,0,2,85.0,3324,3436,8162,80,3413,75,5,3413,75,8162,80,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_4: ID3326 → ID3404,4,0,2,65.0,3326,3404,3430,85,9412,90,5,3430,85,9412,90,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_5: ID11983 → ID3599,5,1,2,80.0,11983,3599,3756,75,11990,75,0,3756,75,11990,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_6: ID12062 → ID3591,6,1,2,85.0,12062,3591,12078,75,3754,75,0,3754,75,12078,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_215: ID12193 → ID12292,215,1,2,80.0,12193,12292,12308,80,12216,80,0,12308,80,12216,80,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_215: ID12386 → ID4273,215,1,2,80.0,12386,4273,4212,75,4213,75,0,4212,75,4213,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_215: ID12475 → ID4709,215,1,2,70.0,12475,4709,4723,75,12623,80,5,4723,75,12623,80,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_215: ID12623 → ID5179,215,1,2,80.0,12623,5179,4956,80,12560,80,0,4956,80,12560,80,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_68: ID13165 → ID4490,68,1,2,70.0,13165,4490,4531,75,9075,75,0,4531,75,9075,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_68: ID3413 → ID3743,68,1,2,75.0,3413,3743,8176,100,3608,95,5,3608,95,8176,100,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID3435 → ID3733,66,1,2,80.0,3435,3733,3601,75,8183,80,5,3601,75,8183,80,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_68: ID3697 → ID3850,68,1,2,70.0,3697,3850,13173,75,3897,70,5,3897,70,13173,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID3720 → ID3825,66,1,2,75.0,3720,3825,8268,75,3819,70,5,3819,70,8268,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID3731 → ID3826,66,1,2,75.0,3731,3826,8239,75,3822,75,0,3822,75,8239,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID3819 → ID4010,66,1,2,70.0,3819,4010,8298,75,3988,70,5,3988,70,8298,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_68: ID3924 → ID4089,68,1,2,65.0,3924,4089,4069,70,4070,70,0,4070,70,4069,70,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_215: ID4213 → ID4420,215,1,2,75.0,4213,4420,4469,70,12475,70,0,4469,70,12475,70,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID8125 → ID3581,66,1,2,75.0,8125,3581,3720,75,3731,75,0,3731,75,3720,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_68: ID8162 → ID3606,68,1,2,80.0,8162,3606,3697,70,3694,65,5,3694,65,3697,70,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_68: ID8176 → ID3939,68,1,2,100.0,8176,3939,3924,65,3925,65,0,3925,65,3924,65,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID8268 → ID3987,66,1,2,75.0,8268,3987,4011,65,8308,70,5,4011,65,8308,70,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID8298 → ID4261,66,1,2,75.0,8298,4261,4194,65,8360,70,5,4194,65,8360,70,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID8308 → ID4260,66,1,2,70.0,8308,4260,8395,75,4192,70,5,4192,70,8395,75,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID8395 → ID4404,66,1,2,75.0,8395,4404,4452,85,8503,90,5,4452,85,8503,90,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_66: ID8660 → ID5140,66,1,2,75.0,8660,5140,4943,95,8685,95,0,4943,95,8685,95,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_68: ID9075 → ID9159,68,1,2,75.0,9075,9159,9142,80,9176,80,0,9176,80,9142,80,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_68: ID9142 → ID5005,68,1,2,80.0,9142,5005,5184,90,9231,85,5,5184,90,9231,85,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_156: ID9569 → ID3546,156,1,2,70.0,9569,3546,9613,90,3520,80,10,3520,80,9613,90,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_20: ID9664 → ID4923,20,1,2,75.0,9664,4923,9704,70,4763,75,5,4763,75,9704,70,2022nov23,PA2,t200,PA2_t200,PA2_t200_5_2022nov23,2022nov23_gob383_5
Track_38: ID5665 → ID5669,38,0,2,15.0,5665,5669,37545,100,5676,105,5,5676,105,37545,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_8_2023jan13,2023jan13_pa5-t400_8
Track_38: ID37545 → ID5807,38,1,2,100.0,37545,5807,37593,105,5957,105,0,5957,105,37593,105,2023jan13,PA5,t400,PA5_t400,PA5_t400_8_2023jan13,2023jan13_pa5-t400_8
Track_35: ID37554 → ID5845,35,1,2,110.0,37554,5845,5842,110,38016,110,0,5842,110,38016,110,2023jan13,PA5,t400,PA5_t400,PA5_t400_8_2023jan13,2023jan13_pa5-t400_8
Track_38: ID37593 → ID5997,38,1,2,105.0,37593,5997,37615,100,6014,100,0,6014,100,37615,100,2023jan13,PA5,t400,PA5_t400,PA5_t400_8_2023jan13,2023jan13_pa5-t400_8
Track_38: ID37615 → ID6111,38,1,2,100.0,37615,6111,37629,95,6118,95,0,6118,95,37629,95,2023jan13,PA5,t400,PA5_t400,PA5_t400_8_2023jan13,2023jan13_pa5-t400_8
Track_38: ID37629 → ID6215,38,1,2,95.0,37629,6215,6217,95,37641,90,5,6217,95,37641,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_8_2023jan13,2023jan13_pa5-t400_8
Track_38: ID37641 → ID6321,38,1,2,90.0,37641,6321,6332,100,37657,105,5,6332,100,37657,105,2023jan13,PA5,t400,PA5_t400,PA5_t400_8_2023jan13,2023jan13_pa5-t400_8
Track_38: ID37657 → ID6446,38,1,2,105.0,37657,6446,6451,85,37671,85,0,6451,85,37671,85,2023jan13,PA5,t400,PA5_t400,PA5_t400_8_2023jan13,2023jan13_pa5-t400_8
Track_64: ID38210 → ID6095,64,1,2,100.0,38210,6095,6100,90,38228,90,0,6100,90,38228,90,2023jan13,PA5,t400,PA5_t400,PA5_t400_8_2023jan13,2023jan13_pa5-t400_8
Track_4: ID2041 → ID2064,4,0,2,20.0,2041,2064,10443,80,2127,80,0,2127,80,10443,80,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_240: ID2060 → ID2092,240,0,2,45.0,2060,2092,11489,100,2141,100,0,2141,100,11489,100,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_135: ID2070 → ID2110,135,0,2,15.0,2070,2110,6753,90,2103,90,0,2103,90,6753,90,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_135: ID10119 → ID4122,135,1,2,85.0,10119,4122,4737,75,4724,75,0,4724,75,4737,75,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_4: ID10443 → ID2116,4,1,2,80.0,10443,2116,10454,85,2210,85,0,2210,85,10454,85,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_4: ID10529 → ID3346,4,1,2,75.0,10529,3346,10544,95,3479,85,10,3479,85,10544,95,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_4: ID10559 → ID10657,4,1,2,80.0,10559,10657,10649,85,10626,85,0,10649,85,10626,85,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_4: ID10875 → ID2711,4,1,2,70.0,10875,2711,10890,85,2489,80,5,2489,80,10890,85,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_4: ID11052 → ID11115,4,1,2,80.0,11052,11115,11086,75,2532,80,5,2532,80,11086,75,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_223: ID11069 → ID2424,223,1,2,80.0,11069,2424,2426,85,11200,95,10,2426,85,11200,95,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_4: ID11126 → ID11265,4,1,2,85.0,11126,11265,11253,75,11234,80,5,11253,75,11234,80,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_4: ID11330 → ID11415,4,1,2,75.0,11330,11415,11403,85,11374,85,0,11403,85,11374,85,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_240: ID11489 → ID2259,240,1,2,100.0,11489,2259,2342,90,11513,95,5,2342,90,11513,95,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_4: ID12203 → ID12285,4,1,2,65.0,12203,12285,12250,95,12271,90,5,12271,90,12250,95,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_4: ID12250 → ID12380,4,1,2,95.0,12250,12380,4923,70,12316,75,5,4923,70,12316,75,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_4: ID2127 → ID2120,4,1,2,80.0,2127,2120,2216,80,11052,80,0,2216,80,11052,80,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_240: ID2141 → ID2245,240,1,2,100.0,2141,2245,11499,100,2298,85,15,2298,85,11499,100,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_135: ID2158 → ID2293,135,1,2,75.0,2158,2293,2619,80,9926,75,5,2619,80,9926,75,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
Track_135: ID2161 → ID2750,135,1,2,80.0,2161,2750,6821,90,2331,80,10,2331,80,6821,90,2023jan20,PA3,t600,PA3_t600,PA3_t600_1_2023jan20,2023jan20_gob1409_1
